sn,alpha,beta,gamma,threshold,precision,recall,fmeasure
272,0.8,0.8,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
273,0.8,0.8,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
274,0.8,0.8,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
275,0.8,0.8,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
276,0.8,0.7000000000000001,1.0,0.84,0.9375,0.8823529411764706,0.9090909090909091
277,0.8,0.7000000000000001,0.9,0.84,0.9375,0.8823529411764706,0.9090909090909091
278,0.8,0.7000000000000001,0.8,0.83,0.9375,0.8823529411764706,0.9090909090909091
279,0.8,0.7000000000000001,0.7000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
280,0.8,0.7000000000000001,0.6000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
281,0.8,0.7000000000000001,0.5000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
282,0.8,0.7000000000000001,0.40000000000000013,0.83,0.9375,0.8823529411764706,0.9090909090909091
283,0.8,0.7000000000000001,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
284,0.8,0.7000000000000001,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
285,0.8,0.7000000000000001,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
286,0.8,0.7000000000000001,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
287,0.8,0.6000000000000001,1.0,0.84,0.9375,0.8823529411764706,0.9090909090909091
288,0.8,0.6000000000000001,0.9,0.84,0.9375,0.8823529411764706,0.9090909090909091
289,0.8,0.6000000000000001,0.8,0.84,0.9375,0.8823529411764706,0.9090909090909091
290,0.8,0.6000000000000001,0.7000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
291,0.8,0.6000000000000001,0.6000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
292,0.8,0.6000000000000001,0.5000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
293,0.8,0.6000000000000001,0.40000000000000013,0.84,0.9375,0.8823529411764706,0.9090909090909091
294,0.8,0.6000000000000001,0.30000000000000016,0.84,0.9375,0.8823529411764706,0.9090909090909091
295,0.8,0.6000000000000001,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
296,0.8,0.6000000000000001,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
297,0.8,0.6000000000000001,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
298,0.8,0.5000000000000001,1.0,0.84,0.9375,0.8823529411764706,0.9090909090909091
299,0.8,0.5000000000000001,0.9,0.84,0.9375,0.8823529411764706,0.9090909090909091
300,0.8,0.5000000000000001,0.8,0.84,0.9375,0.8823529411764706,0.9090909090909091
301,0.8,0.5000000000000001,0.7000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
302,0.8,0.5000000000000001,0.6000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
303,0.8,0.5000000000000001,0.5000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
304,0.8,0.5000000000000001,0.40000000000000013,0.84,0.9375,0.8823529411764706,0.9090909090909091
305,0.8,0.5000000000000001,0.30000000000000016,0.84,0.9375,0.8823529411764706,0.9090909090909091
306,0.8,0.5000000000000001,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
307,0.8,0.5000000000000001,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
308,0.8,0.5000000000000001,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
309,0.8,0.40000000000000013,1.0,0.83,0.9375,0.8823529411764706,0.9090909090909091
310,0.8,0.40000000000000013,0.9,0.84,0.9375,0.8823529411764706,0.9090909090909091
311,0.8,0.40000000000000013,0.8,0.84,0.9375,0.8823529411764706,0.9090909090909091
312,0.8,0.40000000000000013,0.7000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
313,0.8,0.40000000000000013,0.6000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
314,0.8,0.40000000000000013,0.5000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
315,0.8,0.40000000000000013,0.40000000000000013,0.84,0.9375,0.8823529411764706,0.9090909090909091
316,0.8,0.40000000000000013,0.30000000000000016,0.84,0.9375,0.8823529411764706,0.9090909090909091
317,0.8,0.40000000000000013,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
318,0.8,0.40000000000000013,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
319,0.8,0.40000000000000013,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
320,0.8,0.30000000000000016,1.0,0.7899999999999999,0.7894736842105263,0.8823529411764706,0.8333333333333333
321,0.8,0.30000000000000016,0.9,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
322,0.8,0.30000000000000016,0.8,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
323,0.8,0.30000000000000016,0.7000000000000001,0.82,0.8823529411764706,0.8823529411764706,0.8823529411764706
324,0.8,0.30000000000000016,0.6000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
325,0.8,0.30000000000000016,0.5000000000000001,0.84,0.9375,0.8823529411764706,0.9090909090909091
326,0.8,0.30000000000000016,0.40000000000000013,0.84,0.9375,0.8823529411764706,0.9090909090909091
327,0.8,0.30000000000000016,0.30000000000000016,0.84,0.9375,0.8823529411764706,0.9090909090909091
328,0.8,0.30000000000000016,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
329,0.8,0.30000000000000016,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
330,0.8,0.30000000000000016,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
331,0.8,0.20000000000000015,1.0,0.7499999999999999,0.75,0.8823529411764706,0.8108108108108107
332,0.8,0.20000000000000015,0.9,0.7599999999999999,0.75,0.8823529411764706,0.8108108108108107
333,0.8,0.20000000000000015,0.8,0.7899999999999999,0.8666666666666667,0.7647058823529411,0.8125
334,0.8,0.20000000000000015,0.7000000000000001,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
335,0.8,0.20000000000000015,0.6000000000000001,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
336,0.8,0.20000000000000015,0.5000000000000001,0.82,0.8823529411764706,0.8823529411764706,0.8823529411764706
337,0.8,0.20000000000000015,0.40000000000000013,0.84,0.9375,0.8823529411764706,0.9090909090909091
338,0.8,0.20000000000000015,0.30000000000000016,0.85,0.9375,0.8823529411764706,0.9090909090909091
339,0.8,0.20000000000000015,0.20000000000000015,0.85,0.9375,0.8823529411764706,0.9090909090909091
340,0.8,0.20000000000000015,0.10000000000000014,0.85,0.9375,0.8823529411764706,0.9090909090909091
341,0.8,0.20000000000000015,1.3877787807814457E-16,0.85,0.9375,0.8823529411764706,0.9090909090909091
342,0.8,0.10000000000000014,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
343,0.8,0.10000000000000014,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
344,0.8,0.10000000000000014,0.8,0.7899999999999999,0.8571428571428571,0.7058823529411765,0.7741935483870968
345,0.8,0.10000000000000014,0.7000000000000001,0.7499999999999999,0.75,0.8823529411764706,0.8108108108108107
346,0.8,0.10000000000000014,0.6000000000000001,0.7699999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
347,0.8,0.10000000000000014,0.5000000000000001,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
348,0.8,0.10000000000000014,0.40000000000000013,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
349,0.8,0.10000000000000014,0.30000000000000016,0.83,0.8823529411764706,0.8823529411764706,0.8823529411764706
350,0.8,0.10000000000000014,0.20000000000000015,0.84,0.8823529411764706,0.8823529411764706,0.8823529411764706
351,0.8,0.10000000000000014,0.10000000000000014,0.85,0.9375,0.8823529411764706,0.9090909090909091
352,0.8,0.10000000000000014,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
353,0.8,1.3877787807814457E-16,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
354,0.8,1.3877787807814457E-16,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
355,0.8,1.3877787807814457E-16,0.8,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
356,0.8,1.3877787807814457E-16,0.7000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
357,0.8,1.3877787807814457E-16,0.6000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
358,0.8,1.3877787807814457E-16,0.5000000000000001,0.7699999999999999,0.8125,0.7647058823529411,0.787878787878788
359,0.8,1.3877787807814457E-16,0.40000000000000013,0.7699999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
360,0.8,1.3877787807814457E-16,0.30000000000000016,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
361,0.8,1.3877787807814457E-16,0.20000000000000015,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
362,0.8,1.3877787807814457E-16,0.10000000000000014,0.83,0.8823529411764706,0.8823529411764706,0.8823529411764706
363,0.8,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
364,0.7000000000000001,1.0,1.0,0.85,1.0,0.8235294117647058,0.9032258064516129
365,0.7000000000000001,1.0,0.9,0.85,1.0,0.8235294117647058,0.9032258064516129
366,0.7000000000000001,1.0,0.8,0.85,1.0,0.8235294117647058,0.9032258064516129
367,0.7000000000000001,1.0,0.7000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
368,0.7000000000000001,1.0,0.6000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
369,0.7000000000000001,1.0,0.5000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
370,0.7000000000000001,1.0,0.40000000000000013,0.85,1.0,0.8235294117647058,0.9032258064516129
371,0.7000000000000001,1.0,0.30000000000000016,0.85,1.0,0.8235294117647058,0.9032258064516129
372,0.7000000000000001,1.0,0.20000000000000015,0.85,1.0,0.8235294117647058,0.9032258064516129
373,0.7000000000000001,1.0,0.10000000000000014,0.85,1.0,0.8235294117647058,0.9032258064516129
374,0.7000000000000001,1.0,1.3877787807814457E-16,0.85,1.0,0.8235294117647058,0.9032258064516129
375,0.7000000000000001,0.9,1.0,0.85,1.0,0.8235294117647058,0.9032258064516129
376,0.7000000000000001,0.9,0.9,0.85,1.0,0.8235294117647058,0.9032258064516129
377,0.7000000000000001,0.9,0.8,0.85,1.0,0.8235294117647058,0.9032258064516129
378,0.7000000000000001,0.9,0.7000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
379,0.7000000000000001,0.9,0.6000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
380,0.7000000000000001,0.9,0.5000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
381,0.7000000000000001,0.9,0.40000000000000013,0.85,1.0,0.8235294117647058,0.9032258064516129
382,0.7000000000000001,0.9,0.30000000000000016,0.85,1.0,0.8235294117647058,0.9032258064516129
383,0.7000000000000001,0.9,0.20000000000000015,0.85,1.0,0.8235294117647058,0.9032258064516129
384,0.7000000000000001,0.9,0.10000000000000014,0.85,1.0,0.8235294117647058,0.9032258064516129
385,0.7000000000000001,0.9,1.3877787807814457E-16,0.85,1.0,0.8235294117647058,0.9032258064516129
386,0.7000000000000001,0.8,1.0,0.82,0.9375,0.8823529411764706,0.9090909090909091
387,0.7000000000000001,0.8,0.9,0.82,0.9375,0.8823529411764706,0.9090909090909091
388,0.7000000000000001,0.8,0.8,0.82,0.9375,0.8823529411764706,0.9090909090909091
389,0.7000000000000001,0.8,0.7000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
390,0.7000000000000001,0.8,0.6000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
391,0.7000000000000001,0.8,0.5000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
392,0.7000000000000001,0.8,0.40000000000000013,0.82,0.9375,0.8823529411764706,0.9090909090909091
393,0.7000000000000001,0.8,0.30000000000000016,0.82,0.9375,0.8823529411764706,0.9090909090909091
394,0.7000000000000001,0.8,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
395,0.7000000000000001,0.8,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
396,0.7000000000000001,0.8,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
397,0.7000000000000001,0.7000000000000001,1.0,0.82,0.9375,0.8823529411764706,0.9090909090909091
398,0.7000000000000001,0.7000000000000001,0.9,0.82,0.9375,0.8823529411764706,0.9090909090909091
399,0.7000000000000001,0.7000000000000001,0.8,0.82,0.9375,0.8823529411764706,0.9090909090909091
400,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
401,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
402,0.7000000000000001,0.7000000000000001,0.5000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
403,0.7000000000000001,0.7000000000000001,0.40000000000000013,0.82,0.9375,0.8823529411764706,0.9090909090909091
404,0.7000000000000001,0.7000000000000001,0.30000000000000016,0.82,0.9375,0.8823529411764706,0.9090909090909091
405,0.7000000000000001,0.7000000000000001,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
406,0.7000000000000001,0.7000000000000001,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
407,0.7000000000000001,0.7000000000000001,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
408,0.7000000000000001,0.6000000000000001,1.0,0.83,0.9375,0.8823529411764706,0.9090909090909091
409,0.7000000000000001,0.6000000000000001,0.9,0.82,0.9375,0.8823529411764706,0.9090909090909091
410,0.7000000000000001,0.6000000000000001,0.8,0.82,0.9375,0.8823529411764706,0.9090909090909091
411,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
412,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
413,0.7000000000000001,0.6000000000000001,0.5000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
414,0.7000000000000001,0.6000000000000001,0.40000000000000013,0.82,0.9375,0.8823529411764706,0.9090909090909091
415,0.7000000000000001,0.6000000000000001,0.30000000000000016,0.82,0.9375,0.8823529411764706,0.9090909090909091
416,0.7000000000000001,0.6000000000000001,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
417,0.7000000000000001,0.6000000000000001,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
418,0.7000000000000001,0.6000000000000001,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
419,0.7000000000000001,0.5000000000000001,1.0,0.83,0.9375,0.8823529411764706,0.9090909090909091
420,0.7000000000000001,0.5000000000000001,0.9,0.83,0.9375,0.8823529411764706,0.9090909090909091
421,0.7000000000000001,0.5000000000000001,0.8,0.83,0.9375,0.8823529411764706,0.9090909090909091
422,0.7000000000000001,0.5000000000000001,0.7000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
423,0.7000000000000001,0.5000000000000001,0.6000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
424,0.7000000000000001,0.5000000000000001,0.5000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
425,0.7000000000000001,0.5000000000000001,0.40000000000000013,0.83,0.9375,0.8823529411764706,0.9090909090909091
426,0.7000000000000001,0.5000000000000001,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
427,0.7000000000000001,0.5000000000000001,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
428,0.7000000000000001,0.5000000000000001,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
429,0.7000000000000001,0.5000000000000001,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
430,0.7000000000000001,0.40000000000000013,1.0,0.82,0.9375,0.8823529411764706,0.9090909090909091
431,0.7000000000000001,0.40000000000000013,0.9,0.83,0.9375,0.8823529411764706,0.9090909090909091
432,0.7000000000000001,0.40000000000000013,0.8,0.83,0.9375,0.8823529411764706,0.9090909090909091
433,0.7000000000000001,0.40000000000000013,0.7000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
434,0.7000000000000001,0.40000000000000013,0.6000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
435,0.7000000000000001,0.40000000000000013,0.5000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
436,0.7000000000000001,0.40000000000000013,0.40000000000000013,0.83,0.9375,0.8823529411764706,0.9090909090909091
437,0.7000000000000001,0.40000000000000013,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
438,0.7000000000000001,0.40000000000000013,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
439,0.7000000000000001,0.40000000000000013,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
440,0.7000000000000001,0.40000000000000013,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
441,0.7000000000000001,0.30000000000000016,1.0,0.7799999999999999,0.75,0.8823529411764706,0.8108108108108107
442,0.7000000000000001,0.30000000000000016,0.9,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
443,0.7000000000000001,0.30000000000000016,0.8,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
444,0.7000000000000001,0.30000000000000016,0.7000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
445,0.7000000000000001,0.30000000000000016,0.6000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
446,0.7000000000000001,0.30000000000000016,0.5000000000000001,0.83,0.9375,0.8823529411764706,0.9090909090909091
447,0.7000000000000001,0.30000000000000016,0.40000000000000013,0.83,0.9375,0.8823529411764706,0.9090909090909091
448,0.7000000000000001,0.30000000000000016,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
449,0.7000000000000001,0.30000000000000016,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
450,0.7000000000000001,0.30000000000000016,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
451,0.7000000000000001,0.30000000000000016,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
452,0.7000000000000001,0.20000000000000015,1.0,0.7399999999999999,0.75,0.8823529411764706,0.8108108108108107
453,0.7000000000000001,0.20000000000000015,0.9,0.7499999999999999,0.75,0.8823529411764706,0.8108108108108107
454,0.7000000000000001,0.20000000000000015,0.8,0.7799999999999999,0.8666666666666667,0.7647058823529411,0.8125
455,0.7000000000000001,0.20000000000000015,0.7000000000000001,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
456,0.7000000000000001,0.20000000000000015,0.6000000000000001,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
457,0.7000000000000001,0.20000000000000015,0.5000000000000001,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
458,0.7000000000000001,0.20000000000000015,0.40000000000000013,0.83,0.9375,0.8823529411764706,0.9090909090909091
459,0.7000000000000001,0.20000000000000015,0.30000000000000016,0.84,0.9375,0.8823529411764706,0.9090909090909091
460,0.7000000000000001,0.20000000000000015,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
461,0.7000000000000001,0.20000000000000015,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
462,0.7000000000000001,0.20000000000000015,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
463,0.7000000000000001,0.10000000000000014,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
464,0.7000000000000001,0.10000000000000014,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
465,0.7000000000000001,0.10000000000000014,0.8,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
466,0.7000000000000001,0.10000000000000014,0.7000000000000001,0.7299999999999999,0.7142857142857143,0.8823529411764706,0.7894736842105262
467,0.7000000000000001,0.10000000000000014,0.6000000000000001,0.7499999999999999,0.75,0.8823529411764706,0.8108108108108107
468,0.7000000000000001,0.10000000000000014,0.5000000000000001,0.7699999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
469,0.7000000000000001,0.10000000000000014,0.40000000000000013,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
470,0.7000000000000001,0.10000000000000014,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
471,0.7000000000000001,0.10000000000000014,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
472,0.7000000000000001,0.10000000000000014,0.10000000000000014,0.85,0.9375,0.8823529411764706,0.9090909090909091
473,0.7000000000000001,0.10000000000000014,1.3877787807814457E-16,0.85,0.9375,0.8823529411764706,0.9090909090909091
474,0.7000000000000001,1.3877787807814457E-16,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
475,0.7000000000000001,1.3877787807814457E-16,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
476,0.7000000000000001,1.3877787807814457E-16,0.8,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
477,0.7000000000000001,1.3877787807814457E-16,0.7000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
478,0.7000000000000001,1.3877787807814457E-16,0.6000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
479,0.7000000000000001,1.3877787807814457E-16,0.5000000000000001,0.7299999999999999,0.6818181818181818,0.8823529411764706,0.7692307692307693
480,0.7000000000000001,1.3877787807814457E-16,0.40000000000000013,0.7599999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
481,0.7000000000000001,1.3877787807814457E-16,0.30000000000000016,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
482,0.7000000000000001,1.3877787807814457E-16,0.20000000000000015,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
483,0.7000000000000001,1.3877787807814457E-16,0.10000000000000014,0.83,0.8823529411764706,0.8823529411764706,0.8823529411764706
484,0.7000000000000001,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
485,0.6000000000000001,1.0,1.0,0.84,1.0,0.8235294117647058,0.9032258064516129
486,0.6000000000000001,1.0,0.9,0.84,1.0,0.8235294117647058,0.9032258064516129
487,0.6000000000000001,1.0,0.8,0.84,1.0,0.8235294117647058,0.9032258064516129
488,0.6000000000000001,1.0,0.7000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
489,0.6000000000000001,1.0,0.6000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
490,0.6000000000000001,1.0,0.5000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
491,0.6000000000000001,1.0,0.40000000000000013,0.84,1.0,0.8235294117647058,0.9032258064516129
492,0.6000000000000001,1.0,0.30000000000000016,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
493,0.6000000000000001,1.0,0.20000000000000015,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
494,0.6000000000000001,1.0,0.10000000000000014,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
495,0.6000000000000001,1.0,1.3877787807814457E-16,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
496,0.6000000000000001,0.9,1.0,0.85,1.0,0.8235294117647058,0.9032258064516129
497,0.6000000000000001,0.9,0.9,0.84,1.0,0.8235294117647058,0.9032258064516129
498,0.6000000000000001,0.9,0.8,0.84,1.0,0.8235294117647058,0.9032258064516129
499,0.6000000000000001,0.9,0.7000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
500,0.6000000000000001,0.9,0.6000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
501,0.6000000000000001,0.9,0.5000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
502,0.6000000000000001,0.9,0.40000000000000013,0.84,1.0,0.8235294117647058,0.9032258064516129
503,0.6000000000000001,0.9,0.30000000000000016,0.84,1.0,0.8235294117647058,0.9032258064516129
504,0.6000000000000001,0.9,0.20000000000000015,0.84,1.0,0.8235294117647058,0.9032258064516129
505,0.6000000000000001,0.9,0.10000000000000014,0.83,1.0,0.8235294117647058,0.9032258064516129
506,0.6000000000000001,0.9,1.3877787807814457E-16,0.83,1.0,0.8235294117647058,0.9032258064516129
507,0.6000000000000001,0.8,1.0,0.85,1.0,0.8235294117647058,0.9032258064516129
508,0.6000000000000001,0.8,0.9,0.85,1.0,0.8235294117647058,0.9032258064516129
509,0.6000000000000001,0.8,0.8,0.85,1.0,0.8235294117647058,0.9032258064516129
510,0.6000000000000001,0.8,0.7000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
511,0.6000000000000001,0.8,0.6000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
512,0.6000000000000001,0.8,0.5000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
513,0.6000000000000001,0.8,0.40000000000000013,0.84,1.0,0.8235294117647058,0.9032258064516129
514,0.6000000000000001,0.8,0.30000000000000016,0.84,1.0,0.8235294117647058,0.9032258064516129
515,0.6000000000000001,0.8,0.20000000000000015,0.84,1.0,0.8235294117647058,0.9032258064516129
516,0.6000000000000001,0.8,0.10000000000000014,0.84,1.0,0.8235294117647058,0.9032258064516129
517,0.6000000000000001,0.8,1.3877787807814457E-16,0.83,1.0,0.8235294117647058,0.9032258064516129
518,0.6000000000000001,0.7000000000000001,1.0,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
519,0.6000000000000001,0.7000000000000001,0.9,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
520,0.6000000000000001,0.7000000000000001,0.8,0.85,1.0,0.8235294117647058,0.9032258064516129
521,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
522,0.6000000000000001,0.7000000000000001,0.6000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
523,0.6000000000000001,0.7000000000000001,0.5000000000000001,0.85,1.0,0.8235294117647058,0.9032258064516129
524,0.6000000000000001,0.7000000000000001,0.40000000000000013,0.84,1.0,0.8235294117647058,0.9032258064516129
525,0.6000000000000001,0.7000000000000001,0.30000000000000016,0.84,1.0,0.8235294117647058,0.9032258064516129
526,0.6000000000000001,0.7000000000000001,0.20000000000000015,0.84,1.0,0.8235294117647058,0.9032258064516129
527,0.6000000000000001,0.7000000000000001,0.10000000000000014,0.84,1.0,0.8235294117647058,0.9032258064516129
528,0.6000000000000001,0.7000000000000001,1.3877787807814457E-16,0.84,1.0,0.8235294117647058,0.9032258064516129
529,0.6000000000000001,0.6000000000000001,1.0,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
530,0.6000000000000001,0.6000000000000001,0.9,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
531,0.6000000000000001,0.6000000000000001,0.8,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
532,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
