sn,alpha,beta,gamma,threshold,precision,recall,fmeasure
774,0.40000000000000013,0.6000000000000001,0.7000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
775,0.40000000000000013,0.6000000000000001,0.6000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
776,0.40000000000000013,0.6000000000000001,0.5000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
777,0.40000000000000013,0.6000000000000001,0.40000000000000013,0.82,1.0,0.8235294117647058,0.9032258064516129
778,0.40000000000000013,0.6000000000000001,0.30000000000000016,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
779,0.40000000000000013,0.6000000000000001,0.20000000000000015,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
780,0.40000000000000013,0.6000000000000001,0.10000000000000014,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
781,0.40000000000000013,0.6000000000000001,1.3877787807814457E-16,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
782,0.40000000000000013,0.5000000000000001,1.0,0.83,1.0,0.8235294117647058,0.9032258064516129
783,0.40000000000000013,0.5000000000000001,0.9,0.7899999999999999,1.0,0.8823529411764706,0.9375
784,0.40000000000000013,0.5000000000000001,0.8,0.83,1.0,0.8235294117647058,0.9032258064516129
785,0.40000000000000013,0.5000000000000001,0.7000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
786,0.40000000000000013,0.5000000000000001,0.6000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
787,0.40000000000000013,0.5000000000000001,0.5000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
788,0.40000000000000013,0.5000000000000001,0.40000000000000013,0.82,1.0,0.8235294117647058,0.9032258064516129
789,0.40000000000000013,0.5000000000000001,0.30000000000000016,0.82,1.0,0.8235294117647058,0.9032258064516129
790,0.40000000000000013,0.5000000000000001,0.20000000000000015,0.82,1.0,0.8235294117647058,0.9032258064516129
791,0.40000000000000013,0.5000000000000001,0.10000000000000014,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
792,0.40000000000000013,0.5000000000000001,1.3877787807814457E-16,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
793,0.40000000000000013,0.40000000000000013,1.0,0.7999999999999999,1.0,0.8823529411764706,0.9375
794,0.40000000000000013,0.40000000000000013,0.9,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
795,0.40000000000000013,0.40000000000000013,0.8,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
796,0.40000000000000013,0.40000000000000013,0.7000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
797,0.40000000000000013,0.40000000000000013,0.6000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
798,0.40000000000000013,0.40000000000000013,0.5000000000000001,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
799,0.40000000000000013,0.40000000000000013,0.40000000000000013,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
800,0.40000000000000013,0.40000000000000013,0.30000000000000016,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
801,0.40000000000000013,0.40000000000000013,0.20000000000000015,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
802,0.40000000000000013,0.40000000000000013,0.10000000000000014,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
803,0.40000000000000013,0.40000000000000013,1.3877787807814457E-16,0.7799999999999999,1.0,0.8823529411764706,0.9375
804,0.40000000000000013,0.30000000000000016,1.0,0.8099999999999999,1.0,0.7058823529411765,0.8275862068965517
805,0.40000000000000013,0.30000000000000016,0.9,0.7599999999999999,0.75,0.8823529411764706,0.8108108108108107
806,0.40000000000000013,0.30000000000000016,0.8,0.7699999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
807,0.40000000000000013,0.30000000000000016,0.7000000000000001,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
808,0.40000000000000013,0.30000000000000016,0.6000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
809,0.40000000000000013,0.30000000000000016,0.5000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
810,0.40000000000000013,0.30000000000000016,0.40000000000000013,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
811,0.40000000000000013,0.30000000000000016,0.30000000000000016,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
812,0.40000000000000013,0.30000000000000016,0.20000000000000015,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
813,0.40000000000000013,0.30000000000000016,0.10000000000000014,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
814,0.40000000000000013,0.30000000000000016,1.3877787807814457E-16,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
815,0.40000000000000013,0.20000000000000015,1.0,0.82,1.0,0.6470588235294118,0.7857142857142858
816,0.40000000000000013,0.20000000000000015,0.9,0.7999999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
817,0.40000000000000013,0.20000000000000015,0.8,0.7999999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
818,0.40000000000000013,0.20000000000000015,0.7000000000000001,0.8099999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
819,0.40000000000000013,0.20000000000000015,0.6000000000000001,0.7499999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
820,0.40000000000000013,0.20000000000000015,0.5000000000000001,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
821,0.40000000000000013,0.20000000000000015,0.40000000000000013,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
822,0.40000000000000013,0.20000000000000015,0.30000000000000016,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
823,0.40000000000000013,0.20000000000000015,0.20000000000000015,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
824,0.40000000000000013,0.20000000000000015,0.10000000000000014,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
825,0.40000000000000013,0.20000000000000015,1.3877787807814457E-16,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
826,0.40000000000000013,0.10000000000000014,1.0,0.83,1.0,0.6470588235294118,0.7857142857142858
827,0.40000000000000013,0.10000000000000014,0.9,0.83,1.0,0.6470588235294118,0.7857142857142858
828,0.40000000000000013,0.10000000000000014,0.8,0.83,1.0,0.6470588235294118,0.7857142857142858
829,0.40000000000000013,0.10000000000000014,0.7000000000000001,0.83,1.0,0.6470588235294118,0.7857142857142858
830,0.40000000000000013,0.10000000000000014,0.6000000000000001,0.7799999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
831,0.40000000000000013,0.10000000000000014,0.5000000000000001,0.7899999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
832,0.40000000000000013,0.10000000000000014,0.40000000000000013,0.7499999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
833,0.40000000000000013,0.10000000000000014,0.30000000000000016,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
834,0.40000000000000013,0.10000000000000014,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
835,0.40000000000000013,0.10000000000000014,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
836,0.40000000000000013,0.10000000000000014,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
837,0.40000000000000013,1.3877787807814457E-16,1.0,0.83,0.9166666666666666,0.6470588235294118,0.7586206896551724
838,0.40000000000000013,1.3877787807814457E-16,0.9,0.83,0.9166666666666666,0.6470588235294118,0.7586206896551724
839,0.40000000000000013,1.3877787807814457E-16,0.8,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
840,0.40000000000000013,1.3877787807814457E-16,0.7000000000000001,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
841,0.40000000000000013,1.3877787807814457E-16,0.6000000000000001,0.85,1.0,0.6470588235294118,0.7857142857142858
842,0.40000000000000013,1.3877787807814457E-16,0.5000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
843,0.40000000000000013,1.3877787807814457E-16,0.40000000000000013,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
844,0.40000000000000013,1.3877787807814457E-16,0.30000000000000016,0.7199999999999999,0.7142857142857143,0.8823529411764706,0.7894736842105262
845,0.40000000000000013,1.3877787807814457E-16,0.20000000000000015,0.7699999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
846,0.40000000000000013,1.3877787807814457E-16,0.10000000000000014,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
847,0.40000000000000013,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
848,0.30000000000000016,1.0,1.0,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
849,0.30000000000000016,1.0,0.9,0.7899999999999999,0.875,0.8235294117647058,0.8484848484848485
850,0.30000000000000016,1.0,0.8,0.84,1.0,0.7647058823529411,0.8666666666666666
851,0.30000000000000016,1.0,0.7000000000000001,0.84,1.0,0.7647058823529411,0.8666666666666666
852,0.30000000000000016,1.0,0.6000000000000001,0.7899999999999999,0.875,0.8235294117647058,0.8484848484848485
853,0.30000000000000016,1.0,0.5000000000000001,0.7799999999999999,0.875,0.8235294117647058,0.8484848484848485
854,0.30000000000000016,1.0,0.40000000000000013,0.7799999999999999,0.875,0.8235294117647058,0.8484848484848485
855,0.30000000000000016,1.0,0.30000000000000016,0.82,0.9285714285714286,0.7647058823529411,0.8387096774193549
856,0.30000000000000016,1.0,0.20000000000000015,0.8099999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
857,0.30000000000000016,1.0,0.10000000000000014,0.8099999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
858,0.30000000000000016,1.0,1.3877787807814457E-16,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
859,0.30000000000000016,0.9,1.0,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
860,0.30000000000000016,0.9,0.9,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
861,0.30000000000000016,0.9,0.8,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
862,0.30000000000000016,0.9,0.7000000000000001,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
863,0.30000000000000016,0.9,0.6000000000000001,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
864,0.30000000000000016,0.9,0.5000000000000001,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
865,0.30000000000000016,0.9,0.40000000000000013,0.83,1.0,0.7647058823529411,0.8666666666666666
866,0.30000000000000016,0.9,0.30000000000000016,0.7799999999999999,0.875,0.8235294117647058,0.8484848484848485
867,0.30000000000000016,0.9,0.20000000000000015,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
868,0.30000000000000016,0.9,0.10000000000000014,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
869,0.30000000000000016,0.9,1.3877787807814457E-16,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
870,0.30000000000000016,0.8,1.0,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
871,0.30000000000000016,0.8,0.9,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
872,0.30000000000000016,0.8,0.8,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
873,0.30000000000000016,0.8,0.7000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
874,0.30000000000000016,0.8,0.6000000000000001,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
875,0.30000000000000016,0.8,0.5000000000000001,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
876,0.30000000000000016,0.8,0.40000000000000013,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
877,0.30000000000000016,0.8,0.30000000000000016,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
878,0.30000000000000016,0.8,0.20000000000000015,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
879,0.30000000000000016,0.8,0.10000000000000014,0.82,1.0,0.7647058823529411,0.8666666666666666
880,0.30000000000000016,0.8,1.3877787807814457E-16,0.8099999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
881,0.30000000000000016,0.7000000000000001,1.0,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
882,0.30000000000000016,0.7000000000000001,0.9,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
883,0.30000000000000016,0.7000000000000001,0.8,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
884,0.30000000000000016,0.7000000000000001,0.7000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
885,0.30000000000000016,0.7000000000000001,0.6000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
886,0.30000000000000016,0.7000000000000001,0.5000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
887,0.30000000000000016,0.7000000000000001,0.40000000000000013,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
888,0.30000000000000016,0.7000000000000001,0.30000000000000016,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
889,0.30000000000000016,0.7000000000000001,0.20000000000000015,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
890,0.30000000000000016,0.7000000000000001,0.10000000000000014,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
891,0.30000000000000016,0.7000000000000001,1.3877787807814457E-16,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
892,0.30000000000000016,0.6000000000000001,1.0,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
893,0.30000000000000016,0.6000000000000001,0.9,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
894,0.30000000000000016,0.6000000000000001,0.8,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
895,0.30000000000000016,0.6000000000000001,0.7000000000000001,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
896,0.30000000000000016,0.6000000000000001,0.6000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
897,0.30000000000000016,0.6000000000000001,0.5000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
898,0.30000000000000016,0.6000000000000001,0.40000000000000013,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
899,0.30000000000000016,0.6000000000000001,0.30000000000000016,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
900,0.30000000000000016,0.6000000000000001,0.20000000000000015,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
901,0.30000000000000016,0.6000000000000001,0.10000000000000014,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
902,0.30000000000000016,0.6000000000000001,1.3877787807814457E-16,0.7699999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
903,0.30000000000000016,0.5000000000000001,1.0,0.82,1.0,0.8235294117647058,0.9032258064516129
904,0.30000000000000016,0.5000000000000001,0.9,0.82,1.0,0.8235294117647058,0.9032258064516129
905,0.30000000000000016,0.5000000000000001,0.8,0.82,1.0,0.8235294117647058,0.9032258064516129
906,0.30000000000000016,0.5000000000000001,0.7000000000000001,0.7599999999999999,0.9375,0.8823529411764706,0.9090909090909091
907,0.30000000000000016,0.5000000000000001,0.6000000000000001,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
908,0.30000000000000016,0.5000000000000001,0.5000000000000001,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
909,0.30000000000000016,0.5000000000000001,0.40000000000000013,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
910,0.30000000000000016,0.5000000000000001,0.30000000000000016,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
911,0.30000000000000016,0.5000000000000001,0.20000000000000015,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
912,0.30000000000000016,0.5000000000000001,0.10000000000000014,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
913,0.30000000000000016,0.5000000000000001,1.3877787807814457E-16,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
914,0.30000000000000016,0.40000000000000013,1.0,0.7799999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
915,0.30000000000000016,0.40000000000000013,0.9,0.7799999999999999,1.0,0.8823529411764706,0.9375
916,0.30000000000000016,0.40000000000000013,0.8,0.7799999999999999,1.0,0.8823529411764706,0.9375
917,0.30000000000000016,0.40000000000000013,0.7000000000000001,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
918,0.30000000000000016,0.40000000000000013,0.6000000000000001,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
919,0.30000000000000016,0.40000000000000013,0.5000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
920,0.30000000000000016,0.40000000000000013,0.40000000000000013,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
921,0.30000000000000016,0.40000000000000013,0.30000000000000016,0.7599999999999999,0.9375,0.8823529411764706,0.9090909090909091
922,0.30000000000000016,0.40000000000000013,0.20000000000000015,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
923,0.30000000000000016,0.40000000000000013,0.10000000000000014,0.7999999999999999,1.0,0.8235294117647058,0.9032258064516129
924,0.30000000000000016,0.40000000000000013,1.3877787807814457E-16,0.7899999999999999,1.0,0.8235294117647058,0.9032258064516129
925,0.30000000000000016,0.30000000000000016,1.0,0.7399999999999999,0.75,0.8823529411764706,0.8108108108108107
926,0.30000000000000016,0.30000000000000016,0.9,0.7899999999999999,1.0,0.7058823529411765,0.8275862068965517
927,0.30000000000000016,0.30000000000000016,0.8,0.7899999999999999,1.0,0.7058823529411765,0.8275862068965517
928,0.30000000000000016,0.30000000000000016,0.7000000000000001,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
929,0.30000000000000016,0.30000000000000016,0.6000000000000001,0.7799999999999999,1.0,0.8823529411764706,0.9375
930,0.30000000000000016,0.30000000000000016,0.5000000000000001,0.7799999999999999,1.0,0.8823529411764706,0.9375
931,0.30000000000000016,0.30000000000000016,0.40000000000000013,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
932,0.30000000000000016,0.30000000000000016,0.30000000000000016,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
933,0.30000000000000016,0.30000000000000016,0.20000000000000015,0.7699999999999999,1.0,0.8823529411764706,0.9375
934,0.30000000000000016,0.30000000000000016,0.10000000000000014,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
935,0.30000000000000016,0.30000000000000016,1.3877787807814457E-16,0.7599999999999999,0.9375,0.8823529411764706,0.9090909090909091
936,0.30000000000000016,0.20000000000000015,1.0,0.8099999999999999,1.0,0.6470588235294118,0.7857142857142858
937,0.30000000000000016,0.20000000000000015,0.9,0.7899999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
938,0.30000000000000016,0.20000000000000015,0.8,0.7899999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
939,0.30000000000000016,0.20000000000000015,0.7000000000000001,0.7999999999999999,1.0,0.7058823529411765,0.8275862068965517
940,0.30000000000000016,0.20000000000000015,0.6000000000000001,0.7999999999999999,1.0,0.7058823529411765,0.8275862068965517
941,0.30000000000000016,0.20000000000000015,0.5000000000000001,0.7499999999999999,0.9375,0.8823529411764706,0.9090909090909091
942,0.30000000000000016,0.20000000000000015,0.40000000000000013,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
943,0.30000000000000016,0.20000000000000015,0.30000000000000016,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
944,0.30000000000000016,0.20000000000000015,0.20000000000000015,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
945,0.30000000000000016,0.20000000000000015,0.10000000000000014,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
946,0.30000000000000016,0.20000000000000015,1.3877787807814457E-16,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
947,0.30000000000000016,0.10000000000000014,1.0,0.7999999999999999,0.9166666666666666,0.6470588235294118,0.7586206896551724
948,0.30000000000000016,0.10000000000000014,0.9,0.8099999999999999,1.0,0.6470588235294118,0.7857142857142858
949,0.30000000000000016,0.10000000000000014,0.8,0.8099999999999999,1.0,0.6470588235294118,0.7857142857142858
950,0.30000000000000016,0.10000000000000014,0.7000000000000001,0.82,1.0,0.6470588235294118,0.7857142857142858
951,0.30000000000000016,0.10000000000000014,0.6000000000000001,0.82,1.0,0.6470588235294118,0.7857142857142858
952,0.30000000000000016,0.10000000000000014,0.5000000000000001,0.7799999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
953,0.30000000000000016,0.10000000000000014,0.40000000000000013,0.7899999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
954,0.30000000000000016,0.10000000000000014,0.30000000000000016,0.7599999999999999,0.9375,0.8823529411764706,0.9090909090909091
955,0.30000000000000016,0.10000000000000014,0.20000000000000015,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
956,0.30000000000000016,0.10000000000000014,0.10000000000000014,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
957,0.30000000000000016,0.10000000000000014,1.3877787807814457E-16,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
958,0.30000000000000016,1.3877787807814457E-16,1.0,0.7999999999999999,0.9166666666666666,0.6470588235294118,0.7586206896551724
959,0.30000000000000016,1.3877787807814457E-16,0.9,0.7999999999999999,0.9166666666666666,0.6470588235294118,0.7586206896551724
960,0.30000000000000016,1.3877787807814457E-16,0.8,0.7999999999999999,0.9166666666666666,0.6470588235294118,0.7586206896551724
961,0.30000000000000016,1.3877787807814457E-16,0.7000000000000001,0.8099999999999999,0.9166666666666666,0.6470588235294118,0.7586206896551724
962,0.30000000000000016,1.3877787807814457E-16,0.6000000000000001,0.82,0.9166666666666666,0.6470588235294118,0.7586206896551724
963,0.30000000000000016,1.3877787807814457E-16,0.5000000000000001,0.82,0.9166666666666666,0.6470588235294118,0.7586206896551724
964,0.30000000000000016,1.3877787807814457E-16,0.40000000000000013,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
965,0.30000000000000016,1.3877787807814457E-16,0.30000000000000016,0.85,1.0,0.6470588235294118,0.7857142857142858
966,0.30000000000000016,1.3877787807814457E-16,0.20000000000000015,0.7399999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
967,0.30000000000000016,1.3877787807814457E-16,0.10000000000000014,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
968,0.30000000000000016,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
969,0.20000000000000015,1.0,1.0,0.8099999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
970,0.20000000000000015,1.0,0.9,0.7799999999999999,0.875,0.8235294117647058,0.8484848484848485
971,0.20000000000000015,1.0,0.8,0.82,0.9285714285714286,0.7647058823529411,0.8387096774193549
972,0.20000000000000015,1.0,0.7000000000000001,0.82,0.9285714285714286,0.7647058823529411,0.8387096774193549
973,0.20000000000000015,1.0,0.6000000000000001,0.82,0.9285714285714286,0.7647058823529411,0.8387096774193549
974,0.20000000000000015,1.0,0.5000000000000001,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
975,0.20000000000000015,1.0,0.40000000000000013,0.7899999999999999,0.8666666666666667,0.7647058823529411,0.8125
976,0.20000000000000015,1.0,0.30000000000000016,0.7899999999999999,0.8666666666666667,0.7647058823529411,0.8125
977,0.20000000000000015,1.0,0.20000000000000015,0.7799999999999999,0.8666666666666667,0.7647058823529411,0.8125
978,0.20000000000000015,1.0,0.10000000000000014,0.7299999999999999,0.7777777777777778,0.8235294117647058,0.7999999999999999
979,0.20000000000000015,1.0,1.3877787807814457E-16,0.6499999999999998,0.6956521739130435,0.9411764705882353,0.7999999999999999
980,0.20000000000000015,0.9,1.0,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
981,0.20000000000000015,0.9,0.9,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
982,0.20000000000000015,0.9,0.8,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
983,0.20000000000000015,0.9,0.7000000000000001,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
984,0.20000000000000015,0.9,0.6000000000000001,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
985,0.20000000000000015,0.9,0.5000000000000001,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
986,0.20000000000000015,0.9,0.40000000000000013,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
987,0.20000000000000015,0.9,0.30000000000000016,0.7899999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
988,0.20000000000000015,0.9,0.20000000000000015,0.7899999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
989,0.20000000000000015,0.9,0.10000000000000014,0.7799999999999999,0.8666666666666667,0.7647058823529411,0.8125
990,0.20000000000000015,0.9,1.3877787807814457E-16,0.7699999999999999,0.8666666666666667,0.7647058823529411,0.8125
991,0.20000000000000015,0.8,1.0,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
992,0.20000000000000015,0.8,0.9,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
993,0.20000000000000015,0.8,0.8,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
994,0.20000000000000015,0.8,0.7000000000000001,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
995,0.20000000000000015,0.8,0.6000000000000001,0.7699999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
996,0.20000000000000015,0.8,0.5000000000000001,0.7699999999999999,0.875,0.8235294117647058,0.8484848484848485
997,0.20000000000000015,0.8,0.40000000000000013,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
998,0.20000000000000015,0.8,0.30000000000000016,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
999,0.20000000000000015,0.8,0.20000000000000015,0.7899999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
1000,0.20000000000000015,0.8,0.10000000000000014,0.7799999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
1001,0.20000000000000015,0.8,1.3877787807814457E-16,0.7699999999999999,0.8666666666666667,0.7647058823529411,0.8125
1002,0.20000000000000015,0.7000000000000001,1.0,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
1003,0.20000000000000015,0.7000000000000001,0.9,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1004,0.20000000000000015,0.7000000000000001,0.8,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1005,0.20000000000000015,0.7000000000000001,0.7000000000000001,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1006,0.20000000000000015,0.7000000000000001,0.6000000000000001,0.7799999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1007,0.20000000000000015,0.7000000000000001,0.5000000000000001,0.7699999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1008,0.20000000000000015,0.7000000000000001,0.40000000000000013,0.7699999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
1009,0.20000000000000015,0.7000000000000001,0.30000000000000016,0.7999999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
